Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,CustomerSince,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,AcceptedCmpCurrent,NumPurchases,AmountSpent,AmountPerPurchase,PersonsInHome
1944,Master,Single,45006.0,0,0,2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,11,266,23.963963963963966,2
1973,High School,In Relationship,18978.0,1,0,2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,4,37,9.02439024390244,3
1967,UnderGraduate,In Relationship,22574.0,2,1,2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,5,37,7.254901960784315,5
1969,PhD,Single,48240.0,0,0,2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,22,882,39.90950226244344,2
1974,UnderGraduate,In Relationship,45837.0,1,1,2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,13,373,28.473282442748094,4
1965,Master,Single,35791.0,2,1,2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,4,35,8.536585365853659,5
1976,PhD,In Relationship,162397.0,1,1,2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,107,97.27272727272727,4
1978,UnderGraduate,Single,54162.0,1,1,2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,4,42,10.24390243902439,4
1960,Master,In Relationship,30522.0,0,1,2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,12,326,26.94214876033058,3
1961,PhD,In Relationship,54456.0,0,1,2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,14,404,28.652482269503547,3
1971,UnderGraduate,Single,31632.0,0,0,2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,5,95,18.627450980392158,2
1949,UnderGraduate,Single,72298.0,0,0,2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,13,939,71.67938931297711,2
1978,Master,Single,36975.0,1,0,2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,4,33,8.048780487804878,3
1955,Master,In Relationship,72635.0,0,0,2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,20,981,48.805970149253724,2
1976,UnderGraduate,In Relationship,13624.0,1,0,2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,5,36,7.058823529411765,3
1975,UnderGraduate,Single,84196.0,0,1,2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,19,1237,64.76439790575915,3
1960,UnderGraduate,In Relationship,70971.0,0,1,2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,27,1825,67.34317343173431,3
1977,PhD,Single,34487.0,1,1,2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,6,103,16.885245901639344,4
1977,UnderGraduate,Single,28769.0,1,0,2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,9,191,20.98901098901099,3
1970,PhD,In Relationship,69084.0,1,0,2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,23,1586,68.65800865800865,3
1958,PhD,In Relationship,65488.0,0,0,2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,13,963,73.5114503816794,2
1970,Master,In Relationship,62466.0,0,1,2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,21,889,42.132701421800945,3
1960,Master,Single,32218.0,0,0,2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,6,93,15.245901639344263,2
1973,UnderGraduate,Single,83917.0,0,0,2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,20,1587,78.955223880597,2
1962,UnderGraduate,Single,46102.0,2,1,2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,16,5.161290322580645,5
1952,UnderGraduate,Single,84574.0,0,0,2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,31,1375,44.21221864951768,2
1962,UnderGraduate,In Relationship,56181.0,0,1,2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,13,393,30.0,3
1950,Master,Single,63120.0,0,1,2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,21,1477,70.0,3
1971,UnderGraduate,In Relationship,73691.0,0,1,2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,16,1179,73.22981366459626,3
1960,UnderGraduate,In Relationship,63381.0,0,1,2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,22,1005,45.47511312217194,3
1948,PhD,In Relationship,76140.0,0,0,2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,20,1348,67.06467661691542,2
1959,PhD,Single,62859.0,0,1,2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,19,1307,68.42931937172774,3
1964,UnderGraduate,Single,45906.0,0,1,2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,13,486,37.099236641221374,3
1947,Master,In Relationship,77632.0,0,0,2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,12,2252,186.11570247933884,2
1971,PhD,In Relationship,46463.0,1,1,2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,10,235,23.26732673267327,4
1970,UnderGraduate,In Relationship,105471.0,0,0,2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,30,1724,57.27574750830564,2
1970,Master,Single,55282.0,1,0,2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,10,235,23.26732673267327,3
1977,Master,In Relationship,78710.0,0,1,2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,25,1092,43.50597609561753,3
1958,UnderGraduate,In Relationship,66886.0,0,1,2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,15,599,39.66887417218543,3
1960,Master,Single,98777.0,0,0,2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,19,2008,105.13089005235601,2
1985,UnderGraduate,In Relationship,29103.0,1,0,2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,4,48,11.707317073170733,3
1974,UnderGraduate,In Relationship,67445.0,0,1,2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,27,1174,43.321033210332104,3
1950,PhD,In Relationship,50616.0,0,1,2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,6,67,10.98360655737705,3
1955,UnderGraduate,Single,49431.0,0,1,2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,13,365,27.862595419847327,3
1975,UnderGraduate,Single,153924.0,0,0,2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,60.0,2
1953,UnderGraduate,In Relationship,61278.0,0,1,2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,8,165,20.37037037037037,3
1958,Master,In Relationship,26490.0,0,0,2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,9,210,23.076923076923077,2
1947,PhD,In Relationship,73059.0,0,1,2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,25,1095,43.625498007968126,3
1966,PhD,Single,46734.0,1,2,2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,8,223,27.530864197530864,5
1963,UnderGraduate,In Relationship,56253.0,0,1,2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,18,597,32.98342541436464,3
1985,UnderGraduate,In Relationship,19986.0,1,0,2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,3,22,7.096774193548387,3
1975,UnderGraduate,Single,58330.0,0,1,2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,23,1064,46.060606060606055,3
1980,High School,In Relationship,25965.0,0,0,2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,5,74,14.50980392156863,2
1956,Master,In Relationship,14661.0,0,0,2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,4,26,6.341463414634147,2
1959,UnderGraduate,In Relationship,18690.0,0,0,2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,4,60,14.634146341463415,2
1974,PhD,In Relationship,45068.0,0,1,2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,20,6.451612903225806,3
1987,High School,Single,21063.0,1,0,2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,5,59,11.568627450980394,3
1968,PhD,In Relationship,29187.0,1,0,2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,4,34,8.292682926829269,3
1971,Master,In Relationship,54690.0,1,1,2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,9,198,21.75824175824176,4
1964,PhD,In Relationship,59304.0,0,1,2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,25,1048,41.75298804780876,3
1962,Master,Single,59247.0,0,2,2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,16,574,35.65217391304348,4
1970,UnderGraduate,Single,66731.0,0,1,2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,13,1029,78.54961832061069,3
1980,UnderGraduate,In Relationship,77353.0,0,1,2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,18,670,37.016574585635354,3
1975,PhD,Single,52614.0,0,1,2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,14,990,70.2127659574468,3
1974,UnderGraduate,In Relationship,26751.0,2,0,2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,3,11,3.5483870967741935,4
1963,PhD,In Relationship,81300.0,0,1,2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,18,1241,68.5635359116022,3
1979,UnderGraduate,Single,70337.0,0,0,2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,16,576,35.77639751552795,2
1985,Master,In Relationship,36145.0,1,0,2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,8,172,21.23456790123457,3
1980,PhD,Single,65295.0,0,0,2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,19,664,34.76439790575916,2
1963,UnderGraduate,Single,68118.0,0,1,2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,21,928,43.981042654028435,3
1967,UnderGraduate,Single,68743.0,0,0,2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,29,2074,71.27147766323024,2
1982,Master,In Relationship,41039.0,0,0,2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,14,467,33.12056737588652,2
1955,UnderGraduate,In Relationship,38946.0,0,1,2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,10,257,25.445544554455445,3
1967,UnderGraduate,In Relationship,65777.0,0,0,2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,16,1146,71.18012422360248,2
1976,PhD,Single,66476.0,0,1,2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,18,689,38.06629834254144,3
1972,PhD,Single,86857.0,0,0,2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,21,2114,100.18957345971563,2
1982,PhD,In Relationship,160803.0,0,0,2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,29,1717,59.003436426116835,2
1989,PhD,In Relationship,77845.0,0,0,2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,20,1346,66.96517412935323,2
1969,PhD,In Relationship,69476.0,0,0,2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,14,1044,74.04255319148936,2
1960,PhD,Single,50611.0,0,1,2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,16,493,30.621118012422357,3
1970,UnderGraduate,Single,61209.0,0,0,2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,12,957,79.0909090909091,2
1958,Master,In Relationship,42315.0,0,1,2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,9,270,29.67032967032967,3
1952,High School,In Relationship,13084.0,0,0,2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,4,29,7.073170731707318,2
1949,Master,Single,47570.0,1,1,2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,6,121,19.836065573770494,4
1961,Master,In Relationship,61923.0,0,2,2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,7,126,17.746478873239436,4
1995,UnderGraduate,Single,34824.0,0,0,2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,3,23,7.419354838709677,2
1949,PhD,Single,26518.0,1,1,2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,5,57,11.176470588235295,4
1961,UnderGraduate,Single,45938.0,0,0,2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,18,636,35.13812154696132,2
1960,UnderGraduate,In Relationship,78468.0,0,0,2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,27,1004,37.047970479704794,2
1973,UnderGraduate,Single,78901.0,0,1,2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,17,734,42.92397660818713,3
1978,UnderGraduate,In Relationship,71427.0,2,0,2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,18,614,33.92265193370166,4
1978,UnderGraduate,Single,71022.0,0,1,2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,18,1453,80.27624309392264,3
1988,Master,Single,90247.0,0,0,2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,14,1621,114.9645390070922,2
1968,Master,Single,41335.0,1,0,2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,9,187,20.54945054945055,3
1986,UnderGraduate,In Relationship,71952.0,1,0,2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,20,1443,71.79104477611939,3
1970,PhD,Single,35682.0,1,0,2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,5,57,11.176470588235295,3
1951,UnderGraduate,Single,43185.0,0,1,2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,18,637,35.193370165745854,3
1948,PhD,In Relationship,66375.0,0,1,2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,11,948,85.4054054054054,3
1971,Master,In Relationship,35178.0,1,0,2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,4,59,14.390243902439027,3
1986,UnderGraduate,In Relationship,25252.0,1,0,2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,3,18,5.806451612903226,3
1965,Master,Single,55250.0,0,1,2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,22,903,40.85972850678733,3
1975,UnderGraduate,Single,33249.0,1,0,2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,6,112,18.36065573770492,3
1953,UnderGraduate,In Relationship,58398.0,0,0,2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,17,596,34.85380116959064,2
1982,UnderGraduate,In Relationship,50272.0,1,0,2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,10,233,23.06930693069307,3
1975,PhD,In Relationship,76618.0,0,0,2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,10,1511,149.6039603960396,2
1960,Master,Single,87305.0,0,0,2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,16,1152,71.5527950310559,2
1978,UnderGraduate,In Relationship,25851.0,1,0,2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,5,48,9.411764705882353,3
1970,UnderGraduate,Single,58710.0,0,1,2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,25,1185,47.211155378486055,3
1958,UnderGraduate,Single,45160.0,1,1,2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,21,6.774193548387097,4
1965,Master,In Relationship,74806.0,0,1,2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,14,965,68.43971631205675,3
1954,UnderGraduate,In Relationship,59111.0,0,0,2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,20,869,43.23383084577114,2
1984,PhD,In Relationship,18988.0,1,0,2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,4,16,3.9024390243902443,3
1965,UnderGraduate,In Relationship,72190.0,0,0,2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,15,1947,128.94039735099338,2
1976,UnderGraduate,In Relationship,7500.0,1,0,2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,7,71,10.0,3
1966,UnderGraduate,In Relationship,44794.0,0,1,2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,5,65,12.745098039215687,3
1955,UnderGraduate,In Relationship,80395.0,0,0,2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,23,1380,59.74025974025974,2
1976,Master,Single,75012.0,0,0,2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,22,1027,46.470588235294116,2
1965,Master,In Relationship,56962.0,2,1,2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,14,411,29.148936170212767,5
1991,UnderGraduate,In Relationship,89891.0,0,0,2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,25,836,33.30677290836653,2
1949,PhD,Single,35946.0,1,1,2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,3,11,3.5483870967741935,4
1953,PhD,In Relationship,53593.0,1,1,2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,15,480,31.788079470198678,4
1978,UnderGraduate,In Relationship,66373.0,1,1,2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,16,606,37.639751552795026,4
1948,PhD,Single,45072.0,1,2,2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,11,284,25.585585585585587,5
1973,UnderGraduate,Single,89694.0,1,1,2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,11,1472,132.61261261261262,4
1949,UnderGraduate,In Relationship,72025.0,0,0,2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,25,1677,66.81274900398407,2
1973,UnderGraduate,In Relationship,67432.0,0,1,2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,17,1335,78.07017543859648,3
1952,Master,In Relationship,70545.0,0,1,2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,12,334,27.60330578512397,3
1989,High School,In Relationship,17487.0,1,0,2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,3,18,5.806451612903226,3
1969,UnderGraduate,In Relationship,62882.0,0,1,2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,18,1338,73.92265193370166,3
1953,PhD,Single,64108.0,0,1,2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,26,1099,42.10727969348659,3
1956,Master,In Relationship,34941.0,1,1,2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,6,97,15.901639344262296,4
1950,PhD,Single,48767.0,1,2,2014,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,6,63,10.327868852459018,5
1978,Master,In Relationship,38702.0,1,0,2013,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,7,109,15.352112676056338,3
1964,UnderGraduate,In Relationship,82224.0,0,0,2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,20,902,44.87562189054726,2
1952,UnderGraduate,In Relationship,83844.0,0,0,2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,19,1574,82.40837696335078,2
1975,Master,In Relationship,17003.0,1,0,2013,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,6,38,6.229508196721312,3
1995,UnderGraduate,Single,71163.0,0,0,2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,23,960,41.55844155844156,2
1970,UnderGraduate,Single,33697.0,1,0,2013,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,3,28,9.032258064516128,3
1954,Master,In Relationship,63564.0,0,0,2014,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,27,1215,44.83394833948339,2
1972,PhD,In Relationship,83443.0,0,0,2013,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,21,1497,70.94786729857819,2
1958,PhD,In Relationship,51518.0,0,1,2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,15,449,29.735099337748345,3
1975,UnderGraduate,Single,58330.0,0,1,2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,23,1064,46.060606060606055,3
1969,UnderGraduate,In Relationship,80952.0,0,0,2013,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,24,1757,72.90456431535269,2
1979,UnderGraduate,In Relationship,75507.0,0,0,2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,20,1440,71.64179104477611,2
1978,Master,In Relationship,63855.0,0,0,2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,23,1006,43.54978354978355,2
1972,PhD,In Relationship,62220.0,0,1,2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,18,1226,67.73480662983425,3
1964,UnderGraduate,In Relationship,58512.0,0,1,2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,15,1171,77.54966887417218,3
1979,Master,In Relationship,40662.0,1,0,2013,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,6,92,15.081967213114755,3
1959,PhD,In Relationship,38829.0,0,1,2014,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,7,99,13.943661971830986,3
1981,Master,In Relationship,35523.0,1,0,2013,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,6,66,10.819672131147541,3
1967,UnderGraduate,Single,79146.0,1,1,2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,17,564,32.98245614035088,4
1988,Master,In Relationship,78285.0,0,0,2013,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,20,1427,70.99502487562188,2
1978,PhD,Single,31626.0,1,0,2013,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,5,86,16.862745098039216,3
1952,UnderGraduate,Single,75127.0,0,0,2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,18,833,46.02209944751381,2
1955,UnderGraduate,In Relationship,48726.0,0,1,2013,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,9,242,26.593406593406595,3
1977,UnderGraduate,In Relationship,74985.0,0,0,2012,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,16,1869,116.08695652173913,2
1987,UnderGraduate,In Relationship,67430.0,0,0,2012,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,28,1364,48.54092526690391,2
1965,Master,In Relationship,46891.0,0,1,2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,7,183,25.774647887323944,3
1956,Master,In Relationship,62058.0,0,1,2013,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,14,450,31.914893617021278,3
1979,UnderGraduate,In Relationship,72063.0,0,1,2013,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,19,758,39.68586387434555,3
1951,PhD,In Relationship,78939.0,0,0,2013,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,19,1507,78.90052356020942,2
1965,UnderGraduate,Single,42720.0,1,1,2013,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,17,654,38.24561403508772,4
1972,UnderGraduate,In Relationship,33622.0,1,1,2013,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,6,81,13.278688524590164,4
1957,PhD,In Relationship,6835.0,0,1,2012,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,1,137,124.54545454545453,3
1953,UnderGraduate,In Relationship,41452.0,1,1,2013,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,3,16,5.161290322580645,4
1965,PhD,Single,40760.0,0,1,2013,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,6,93,15.245901639344263,3
1958,PhD,In Relationship,74250.0,0,0,2014,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,17,1158,67.71929824561403,2
1955,Master,Single,51124.0,1,1,2013,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,4,43,10.487804878048781,4
1971,UnderGraduate,Single,72258.0,0,1,2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,20,1525,75.87064676616914,3
1974,PhD,Single,71466.0,0,0,2014,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,18,1230,67.95580110497237,2
1976,UnderGraduate,In Relationship,36283.0,1,1,2014,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,4,29,7.073170731707318,4
1970,UnderGraduate,Single,20587.0,1,0,2014,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,4,25,6.097560975609756,3
1972,UnderGraduate,In Relationship,30467.0,1,0,2014,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,3,24,7.741935483870967,3
1972,UnderGraduate,In Relationship,31590.0,1,0,2013,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,4,38,9.26829268292683,3
1986,High School,In Relationship,20425.0,1,0,2012,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,5,57,11.176470588235295,3
1960,Master,In Relationship,17144.0,1,1,2014,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,7,47,6.619718309859155,4
